Time;Hip_x;Hip_vel;Hip_omega;Hip_AO;Knee_x;Knee_vel;Knee_omega;Knee_AO;Ankle_x;Ankle_vel;Ankle_omega;Ankle_AO;omega_ao;omega_offline;gait_phase
15:52:57.376365;0.013371607;0.0;0.693269913;0.387639249;0;0;0;0;0;0;0;0;4.9075666555222694;0.0;-0.8139257561169515
15:52:57.387157;0.013371607;0.0;0.689575022;0.392705502;0;0;0;0;0;0;0;0;4.895627238527042;0.0;-0.7657882171728261
15:52:57.397822;0.013371607;0.0;0.68647579;0.398035673;0;0;0;0;0;0;0;0;4.863467486991695;0.0;-0.7265948659225199
15:52:57.408300;0.014350492;0.097888522;0.678935687;0.401091859;0;0;0;0;0;0;0;0;4.810773869463388;0.0;-0.6969723425771246
15:52:57.418360;0.014350492;0.097888522;0.672326041;0.404542613;0;0;0;0;0;0;0;0;4.73984076931177;0.0;-0.6772919019343462
15:52:57.428527;0.014350492;0.097888522;0.666547586;0.408347099;0;0;0;0;0;0;0;0;4.648565982222189;0.0;-0.6660628408920921
15:52:57.440426;0.014350492;0.097888522;0.661510145;0.412468086;0;0;0;0;0;0;0;0;4.520018077801623;0.0;-0.6629162268022881
15:52:57.450655;0.015369147;0.101865481;0.651995881;0.414277546;0;0;0;0;0;0;0;0;4.393653374337067;0.0;-0.6678647393688344
15:52:57.461363;0.015369147;0.101865481;0.643548464;0.416530718;0;0;0;0;0;0;0;0;4.248042970299784;0.0;-0.67983462940248
15:52:57.471930;0.015369147;0.101865481;0.636056903;0.419182211;0;0;0;0;0;0;0;0;4.093855184207319;0.0;-0.6974318398475727
15:52:57.483540;0.014390262;-0.097888522;0.634334941;0.424672926;0;0;0;0;0;0;0;0;3.9172161895362994;0.0;-0.7215820540206863
15:52:57.493840;0.014390262;-0.097888522;0.632907937;0.430295409;0;0;0;0;0;0;0;0;3.7586824959043983;0.0;-0.7454657982128996
15:52:57.503761;0.014390262;-0.097888522;0.631736328;0.436032629;0;0;0;0;0;0;0;0;3.607770875930637;0.0;-0.7692913613362151
15:52:57.514298;0.014390262;-0.097888522;0.630784366;0.441869082;0;0;0;0;0;0;0;0;3.4518840414016023;0.0;-0.7944560094384556
15:52:57.524543;0.014390262;0.0;0.630019772;0.447790662;0;0;0;0;0;0;0;0;3.3061643195092527;0.0;-0.8181299408790448
15:52:57.534507;0.014390262;0.0;0.62941341;0.453784527;0;0;0;0;0;0;0;0;3.1708499611712004;0.0;-0.8399915001884466
15:52:57.545062;0.014390262;0.0;0.628939;0.459838984;0;0;0;0;0;0;0;0;3.034843865441889;0.0;-0.8616489371794245
