Time;Hip_x;Hip_vel;Omega;GP_AO;GP_Model;target_cos;target_sin;target_omega
17:20:54.381563;-0.018999094;0.015694347;0.302425648;0.21674944;0.052277055;1;0;0
17:20:54.390727;-0.018999094;0.012555478;0.304653006;0.222157335;0.051255345;1;0;0
17:20:54.400844;-0.018999094;0.010044382;0.306815599;0.227401235;0.051418774;1;0;0
17:20:54.411678;-0.018999094;0.008035506;0.30901303;0.232723607;0.054236762;1;0;0
17:20:54.421666;-0.018999094;0.006428405;0.311216882;0.238056179;0.057580862;1;0;0
17:20:54.431682;-0.018999094;0.005142724;0.313581208;0.243771841;0.058050275;1;0;0
17:20:54.443053;-0.020014221;-0.015473943;0.316003716;0.249457076;0.05422296;1;0;0
17:20:54.453720;-0.020014221;-0.012379154;0.318535455;0.255412629;0.047341328;1;0;0
17:20:54.464247;-0.022026414;-0.047114059;0.321326072;0.261663347;0.030542683;1;0;0
17:20:54.474730;-0.022026414;-0.037691247;0.324025376;0.267752077;0.015217583;1;0;0
17:20:54.484767;-0.022026414;-0.030152998;0.326639234;0.273684797;0.003150717;1;0;0
17:20:54.494857;-0.023041996;-0.043740905;0.3294036;0.279845283;-0.004590247;1;0;0
17:20:54.505800;-0.023041996;-0.034992724;0.332104103;0.285907661;-0.007957464;1;0;0
17:20:54.515382;-0.023041996;-0.027994179;0.334882383;0.292186897;-0.010294809;1;0;0
17:20:54.525987;-0.023041996;-0.022395343;0.337617297;0.298406838;-0.006474815;1;0;0
17:20:54.537747;-0.023041996;-0.017916275;0.340374642;0.304713697;-0.003706661;1;0;0
17:20:54.547456;-0.023041996;-0.01433302;0.34319781;0.311205565;0.005138487;1;0;0
17:20:54.557036;-0.023041996;-0.011466416;0.345859745;0.317356146;0.01201067;1;0;0
17:20:54.568364;-0.023041996;-0.009173133;0.348592107;0.323696927;0.019579608;1;0;0
17:20:54.578526;-0.024038271;-0.026434585;0.351451145;0.330208218;0.023463678;1;0;0
17:20:54.588897;-0.024038271;-0.021147668;0.354292091;0.336716802;0.024205498;1;0;0
17:20:54.599023;-0.025054078;-0.036025633;0.357310844;0.343518644;0.023435658;1;0;0
17:20:54.609503;-0.025054078;-0.028820506;0.360280658;0.350258531;0.02152491;1;0;0
17:20:54.623248;-0.025337398;-0.028253233;0.363384733;0.35730789;0.019831249;1;0;0
17:20:54.631427;-0.025337398;-0.022602586;0.366426269;0.364262523;0.019312168;1;0;0
17:20:54.642089;-0.025337398;-0.018082069;0.369340232;0.370966401;0.017149188;1;0;0
17:20:54.652024;-0.025337398;-0.014465655;0.372323357;0.377868154;0.015930841;1;0;0
17:20:54.662599;-0.025337398;-0.011572524;0.375186179;0.384526089;0.016442632;1;0;0
17:20:54.672240;-0.024321591;0.010913048;0.377914565;0.391047051;0.020448066;1;0;0
17:20:54.682312;-0.024321591;0.008730438;0.380669848;0.397647384;0.027748046;1;0;0
17:20:54.693700;-0.024321591;0.006984351;0.38350016;0.404442723;0.031783573;1;0;0
17:20:54.703062;-0.024321591;0.005587481;0.386292584;0.411161847;0.036997389;1;0;0
17:20:54.713881;-0.023306009;0.024640778;0.388950652;0.417723182;0.043514702;1;0;0
17:20:54.723756;-0.022290654;0.038600109;0.39169541;0.424664514;0.051941559;1;0;0
17:20:54.734620;-0.022290654;0.030880087;0.394412727;0.431518223;0.058721285;1;0;0
17:20:54.744944;-0.023287277;0.004917355;0.397145568;0.438237996;0.065117814;1;0;0
17:20:54.755107;-0.023287277;0.003933884;0.399908419;0.445036772;0.065093882;1;0;0
17:20:54.765685;-0.023572076;-0.002167311;0.402880372;0.452310846;0.061239317;1;0;0
17:20:54.775897;-0.024569044;-0.020107082;0.406014654;0.459834351;0.054874223;1;0;0
17:20:54.786593;-0.025584399;-0.035109161;0.409211726;0.467382599;0.04105974;1;0;0
17:20:54.797363;-0.026580797;-0.047019407;0.412464859;0.474960241;0.022559173;1;0;0
17:20:54.808301;-0.027576623;-0.05674867;0.415772919;0.482579065;0.00337812;1;0;0
